,median_rank,median_score,plant,features,ecological_rank,land_use_rank,sign,zscore
217,218.0,-2.356504865019815e-06,Ribes,Ribes,154,,0.43333333333333335,-0.9154139312516015
218,218.5,-2.165121372854628e-06,Dipsacus,sinD,155,,1.0,-0.8410686084219283
219,219.0,-2.1085999151182477e-06,Verbascum,sinD,156,,1.0,-0.8191121378053925
220,219.5,2.0942270566592924e-06,Sambucus,Industrial_or_commercial_units,,63,0.0,0.8135288202996489
221,220.5,2.0995208842577995e-06,Phyteuma,Mixed_forest,,64,1.0,0.815585274162848
222,221.0,2.092293584610161e-06,Chaerophyllum,sinD,157,,1.0,0.8127777387823842
223,221.5,-2.0856823539361358e-06,Foeniculum,Discontinuous_urban_fabric,,65,0.0,-0.8102095231374445
224,222.5,-2.0103084352740552e-06,Daucus,Daucus,158,,0.03333333333333333,-0.7809295771375395
225,222.5,-2.1075018139526946e-06,Heracleum,sinD,159,,1.0,-0.8186855666067532
226,222.5,-2.1830528567079455e-06,Chelidonium,Discontinuous_urban_fabric,,66,0.0,-0.8480343186867368
227,223.0,-5.255788977365228e-07,Cistus,Cistus,160,,0.3333333333333333,-0.204167728274912
228,223.0,2.163903673135792e-06,Heracleum,Industrial_or_commercial_units,,67,0.0,0.8405955776621575
229,224.5,2.1158854224267998e-06,Daucus,Complex_cultivation_patterns,,68,1.0,0.821942284683289
230,224.5,8.176977814855491e-07,Allium,Allium,161,,0.8,0.317644980002664
231,226.5,-2.1070898128527915e-06,Alliaria,Complex_cultivation_patterns,,69,1.0,-0.8185255196014867
232,227.0,-2.0417602399902535e-06,Wisteria,Discontinuous_urban_fabric,,70,0.0,-0.7931474259642469
233,231.5,2.116283553732501e-06,Cardamine,Industrial_or_commercial_units,,71,0.0,0.8220969437926828
234,231.5,2.0075881366210524e-06,Heracleum,Discontinuous_urban_fabric,,72,0.0,0.7798728429372038
235,232.0,-2.144327481801156e-06,Globularia,Complex_cultivation_patterns,,73,1.0,-0.8329909601056298
236,232.0,2.0606400994438445e-06,Angelica,Transitional_woodland-shrub,,74,0.0,0.8004815446501187
237,234.5,2.1230872562227887e-06,Philadelphus,Green_urban_areas,,75,1.0,0.824739927533626
238,234.5,-2.051237288469565e-06,Myosotis,Pastures,,76,0.0,-0.7968289045531043
239,235.5,-2.0164684428891633e-06,Salvia,Continuous_urban_fabric,,77,0.0,-0.7833225095142942
240,237.0,-2.0439459831322893e-06,Sedum,Complex_cultivation_patterns,,78,1.0,-0.7939965053580806
241,237.0,2.081301886391884e-06,Crocus,Industrial_or_commercial_units,,79,0.0,0.8085078754663841
242,237.0,-2.0912499394398765e-06,Helianthus,Complex_cultivation_patterns,,80,1.0,-0.8123723216995072
243,238.0,-2.083240929096064e-06,Verbascum,Pastures,,81,0.0,-0.809261120974614
244,239.5,-1.9794399577222066e-06,Lavandula,Discontinuous_urban_fabric,,82,0.0,-0.7689383290790501
245,243.5,2.00882971057581e-06,Thymus,Complex_cultivation_patterns,,83,1.0,0.7803551479439685
246,244.0,1.93631592537713e-06,Medicago,Complex_cultivation_patterns,,84,1.0,0.752186256733935
247,245.0,-1.990893224501633e-06,Globularia,Temperature,162,,1.0,-0.7733874945035993
248,247.0,1.9845853103106492e-06,Dianthus,Industrial_or_commercial_units,,85,0.0,0.7709371059585632
249,247.5,1.9502010673022596e-06,Iris,sinD,163,,1.0,0.7575801146225171
250,247.5,-1.9551771401893348e-06,Viburnum,Continuous_urban_fabric,,86,0.0,-0.7595131326745352
251,248.0,-1.0758539548127999e-07,Hypericum,Hypericum,164,,0.36666666666666664,-0.04179289900254404
252,249.5,-1.9062919704992964e-06,Phyteuma,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,87,0.0,-0.7405230741220853
253,249.5,-1.88904454034855e-06,Sedum,sinD,165,,1.0,-0.7338230931151929
254,250.0,1.975008444787818e-06,Erica,Industrial_or_commercial_units,,88,0.0,0.7672168521846552
255,251.0,1.9354740743438015e-06,Dipsacus,Complex_cultivation_patterns,,89,1.0,0.751859229119697
256,251.5,1.9646655005089997e-06,Borago,Road_and_rail_networks_and_associated_land,,90,0.9666666666666667,0.7631990054899446
257,252.5,1.8787123394758964e-06,Stellaria,Complex_cultivation_patterns,,91,1.0,0.7298094198316296
258,253.5,1.8990922967532242e-06,Chaerophyllum,Discontinuous_urban_fabric,,92,0.0,0.7377262703702859
259,255.0,1.850170349371183e-06,Verbascum,Discontinuous_urban_fabric,,93,0.0,0.7187219250611572
260,255.5,-1.8905262209045759e-06,Melilotus,Industrial_or_commercial_units,,94,0.0,-0.7343986705488679
261,257.0,-1.90653230447424e-06,Centaurea,sinD,166,,1.0,-0.7406164348751574
262,258.0,-1.8237944345855794e-06,Calystegia,sinD,167,,1.0,-0.7084758694715186
263,260.0,-1.8770308543025749e-06,Salvia,Discontinuous_urban_fabric,,95,0.0,-0.7291562257832317
264,260.5,-1.8619583102008619e-06,Pyrus,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,96,0.0,-0.7233011065959449
265,262.5,1.8660075511434115e-06,Caltha,Industrial_or_commercial_units,,97,0.0,0.7248740851307349
266,263.0,1.7779291852093593e-06,Wisteria,Vineyards,,98,0.8666666666666667,0.690658936919178
267,264.0,1.8031148556474363e-06,Trifolium,Temperature,168,,1.0,0.7004426271330887
268,264.5,-1.8598203155306692e-06,Sedum,Industrial_or_commercial_units,,99,0.0,-0.7224705756960991
269,266.5,-1.8142941371479537e-06,Calystegia,Continuous_urban_fabric,,100,0.0,-0.7047853595326125
270,267.5,1.8945129909297975e-06,Pyrus,Complex_cultivation_patterns,,101,1.0,0.7359473814706905
271,267.5,1.7997338090935955e-06,Phyteuma,Temperature,169,,1.0,0.6991292171064262
272,268.0,1.7751493146533903e-06,Genista,sinD,170,,1.0,0.6895790612644385
273,269.0,-1.8511555595068785e-06,Caltha,Complex_cultivation_patterns,,102,1.0,-0.7191046423204395
274,269.5,1.7392080735589843e-06,Taraxacum,sinD,171,,1.0,0.6756172344536056
275,270.5,-1.7633708466746612e-06,Helianthus,Non-irrigated_arable_land,,103,0.0,-0.6850035673469078
276,271.0,1.7926504369825125e-06,Lotus,Complex_cultivation_patterns,,104,1.0,0.6963775921864114
277,271.5,1.6986990658551804e-06,Erica,"Land_principally_occupied_by_agriculture,_with_significant_areas_of_natural_vegetation",,105,0.0,0.659881001295891
278,272.5,-1.8231181684313924e-06,Thymus,Transitional_woodland-shrub,,106,0.0,-0.7082131653846457
279,273.5,-1.8777362811306375e-06,Allium,Complex_cultivation_patterns,,107,1.0,-0.7294302577003615
280,273.5,-1.793358364921005e-06,Scabiosa,Transitional_woodland-shrub,,108,0.0,-0.6966525956913215
