"S"	""
6705	941
1	941
96	941
268	941
56	941
4	941
19	941
20	941
4	941
10	941
20	941
354	941
355	941
6706	941
6707	941
6708	941
6709	941
6711	941
919	941
920	941
1	1006
269	1006
1	1006
464	1006
21	1006
11	1006
2	1006
1	1006
37	1006
29	1006
465	1006
2	1006
7	1006
1237	1006
1238	1006
357	1006
358	1006
6715	1006
1	1006
556	1006
557	1006
329	1006
97	1006
1	1006
29	1006
1	1006
58	1006
59	1006
628	1006
22	1006
83	1006
9	1006
1239	1006
468	1006
359	1006
360	1006
3	1006
4	1006
71	1006
72	1006
73	1006
361	1006
362	1006
6719	1006
6720	1006
6721	1006
6722	1006
6723	1006
5	1006
61	1006
99	1006
2	1006
2	1006
60	1006
12	1006
11	1006
23	1006
24	1006
1	1006
62	1006
470	1006
76	1006
412	1006
1	1006
1074	1006
1076	1006
1077	1006
6725	1006
6727	1006
1	1006
101	1006
1	1006
629	1006
1	1006
1	1006
4	1006
86	1006
630	1006
631	1006
4	1006
22	1006
142	1006
144	1006
8	1006
471	1006
22	1006
1	1006
26	1006
79	1006
1407	1006
13	1006
1	1006
4	1006
190	1006
1613	1006
1078	1006
1079	1006
1080	1006
1081	1006
6733	1006
5	1006
1	1006
788	1006
789	1006
178	1006
413	1006
1	1006
1	1006
2	1006
1408	1006
473	1006
474	1006
80	1006
1083	1006
1084	1006
6734	1006
6735	1006
1	1006
330	1006
1	1006
1	1006
1	1006
1	1006
1	1006
64	1006
2	1006
84	1006
27	1006
476	1006
81	1006
82	1006
83	1006
2	1006
6737	1006
66	1006
29	1006
9	1006
84	1006
85	1006
644	1006
10	1006
364	1006
366	1006
367	1006
6738	1006
645	806
8	806
67	806
10	806
15	806
86	806
87	806
16	806
414	806
6740	806
6741	806
6743	806
368	806
369	806
370	806
371	806
148	806
102	806
103	806
1	806
2	806
1	806
17	806
1	806
2	806
2	806
2	806
2	806
31	806
479	806
1	806
6	806
415	806
646	806
23	806
1	806
6	806
7	806
8	806
89	806
90	806
6746	806
373	806
374	806
6749	806
6750	806
376	806
792	806
795	806
796	806
1	806
416	806
1	806
70	806
632	806
3	806
797	806
798	806
32	806
85	806
1085	806
1086	806
1087	806
1088	806
6751	806
6752	806
6753	806
6756	806
923	806
4	806
2	806
1	806
1	806
1	806
1	806
19	806
2	806
61	806
633	806
634	806
20	806
1244	806
3	806
13	806
1409	806
12	806
1245	806
3	806
1	806
801	806
854	806
91	806
1	806
5	806
855	806
1090	806
1091	806
1092	806
1093	806
1615	806
379	806
380	806
381	806
6758	806
151	806
2	806
107	806
108	806
3	806
30	806
2	806
6	806
72	806
33	806
2	806
1	806
1	806
35	806
26	806
2	806
482	806
1	806
2	806
1410	806
9	806
382	806
385	806
386	806
387	806
1	806
2	806
6763	806
6766	806
6767	806
3	806
109	806
3	806
2	806
2	806
1	806
93	806
417	806
23	806
37	806
5	806
388	806
390	806
4	806
6769	806
1094	806
1095	806
1096	806
1097	806
3	806
1	806
2	806
1	806
4	806
1	806
1	806
62	806
804	891
94	891
75	891
95	891
96	891
1	891
6	891
6	891
1	891
7	891
12	891
648	891
6	891
1246	891
6772	891
6774	891
3	891
1	891
97	891
99	891
1	891
14	891
15	891
1	891
2	891
2	891
156	891
28	891
100	891
101	891
102	891
40	891
1411	891
41	891
393	891
394	891
2	891
1616	891
6779	891
1	891
29	891
21	891
2	891
485	891
1412	891
104	891
487	891
6781	891
6785	891
1	891
66	891
67	891
1	891
76	891
4	891
42	891
1	891
158	891
805	891
395	891
16	891
1413	891
396	891
399	891
6786	891
6788	891
6789	891
1098	891
1099	891
1100	891
1249	891
2	891
4	891
175	891
3	891
7	891
418	891
86	891
9	891
2	891
107	891
109	891
3	891
24	891
400	891
650	891
1101	891
1102	891
403	891
404	891
3	891
1252	891
153	891
154	891
698	891
336	891
700	891
68	891
31	891
23	891
10	891
11	891
808	891
12	891
79	891
419	891
24	891
6795	891
6796	891
6797	891
405	891
406	891
6798	891
6799	891
9	891
161	891
133	891
150	891
1	891
791	891
177	891
1036	891
69	891
113	891
13	978
12	978
80	978
2	978
87	978
1	978
81	978
46	978
12	978
490	978
491	978
1	978
407	978
410	978
6802	978
6804	978
2	978
6806	978
70	978
1	978
4	978
32	978
33	978
1	978
34	978
33	978
8	978
2	978
5	978
411	978
412	978
162	978
413	978
414	978
415	978
1256	978
3	978
6810	978
28	978
29	978
6815	978
858	978
925	978
115	978
26	978
34	978
1	978
3	978
2	978
13	978
1	978
7	978
2	978
8	978
3	978
11	978
49	978
418	978
113	978
3	978
3	978
419	978
10	978
2	978
1103	978
1104	978
6816	978
6817	978
6820	978
35	978
339	978
116	978
71	978
1	978
2	978
88	978
87	978
88	978
1	978
89	978
163	978
10	978
164	978
165	978
166	978
167	978
168	978
114	978
115	978
117	978
120	978
6	978
38	978
495	978
496	978
421	978
422	978
6823	978
1106	978
1107	978
1108	978
6824	978
859	978
1417	978
793	978
9	978
117	978
72	978
1	978
2	978
497	978
498	978
426	978
51	978
52	978
428	978
157	978
158	978
6826	978
1109	978
1111	978
2	978
560	978
1257	978
193	978
121	978
4559	978
4560	978
6827	978
1040	978
1259	978
1260	978
4	978
5	978
6	978
124	978
125	978
4562	978
4563	978
6828	978
6829	978
4564	978
6832	978
3	978
119	978
120	978
500	971
40	971
6833	971
6834	971
342	971
11	971
1	971
1618	971
53	971
503	971
6	971
504	971
505	971
4569	971
4570	971
4572	971
126	971
1	971
3	971
1262	971
9	971
10	971
4574	971
6840	971
862	971
863	971
864	971
4	971
5	971
14	971
16	971
811	971
121	971
1	971
3	971
4	971
2	971
1	971
27	971
4	971
5	971
15	971
91	971
54	971
1263	971
1264	971
55	971
507	971
509	971
37	971
424	971
1116	971
1118	971
1119	971
1120	971
4577	971
197	971
11	971
13	971
1422	971
1423	971
64	971
1	971
6	971
93	971
1481	971
561	971
1041	971
813	971
814	971
3	971
94	971
8	971
11	971
56	971
12	971
57	971
3	971
4	971
119	971
4580	971
4581	971
1425	971
4582	971
4583	971
1426	971
1427	971
1619	971
169	971
170	971
172	971
802	971
6851	971
6852	971
6853	971
7	971
562	971
178	971
1042	971
815	971
816	971
29	971
3	971
15	971
90	971
30	971
1266	971
91	971
97	971
29	971
818	971
122	971
129	971
130	971
430	971
4585	971
4586	971
4587	971
4588	971
6854	971
343	971
112	971
115	971
117	971
804	971
1267	971
58	971
59	971
513	971
514	971
133	971
4589	971
4590	971
1	971
6860	971
6861	971
59	971
60	971
805	971
73	971
74	971
182	971
183	971
120	971
1	1143
3	1143
61	1143
123	1143
126	1143
4593	1143
4595	1143
6862	1143
6863	1143
6865	1143
6866	1143
12	1143
89	1143
76	1143
3	1143
116	1143
5	1143
101	1143
17	1143
2	1143
5	1143
515	1143
4	1143
134	1143
41	1143
428	1143
36	1143
63	1143
1123	1143
1124	1143
1126	1143
4597	1143
6867	1143
6868	1143
6869	1143
6870	1143
1428	1143
1429	1143
16	1143
1430	1143
1621	1143
807	1143
1	1143
10	1143
102	1143
6	1143
7	1143
638	1143
15	1143
820	1143
6	1143
794	1143
173	1143
174	1143
8	1143
1127	1143
1128	1143
1433	1143
6871	1143
6872	1143
868	1143
6873	1143
6874	1143
6875	1143
1	1143
795	1143
701	1143
348	1143
1435	1143
824	1143
78	1143
1	1143
31	1143
1	1143
8	1143
9	1143
518	1143
1438	1143
798	1143
799	1143
4	1143
1	1143
13	1143
33	1143
34	1143
10	1143
1	1143
639	1143
11	1143
4	1143
37	1143
825	1143
826	1143
827	1143
828	1143
519	1143
103	1143
18	1143
19	1143
39	1143
520	1143
7	1143
42	1143
199	1143
4600	1143
4601	1143
1130	1143
1131	1143
1132	1143
1133	1143
1134	1143
4602	1143
4603	1143
1440	1143
2	1143
1441	1143
1442	1143
6880	1143
6881	1143
6	1143
1622	1143
1485	1143
65	1143
4	1143
104	1143
1	1143
640	1143
641	1143
64	1143
8	1143
522	1143
430	1143
431	1143
523	1143
136	1143
137	1143
4606	1143
4608	1143
1135	1143
1136	1143
6882	1143
1	1143
2	1143
352	1143
353	1143
354	1143
3	1143
15	1143
65	1143
66	1143
67	1143
68	1143
6883	1143
6884	1143
6885	1143
121	1143
122	1143
355	1143
356	1143
1045	1143
1046	1143
125	1143
2	1143
1	991
2	991
37	991
20	991
656	991
1270	991
526	991
433	991
1138	991
1139	991
4613	991
4614	991
871	991
6887	991
6888	991
6889	991
126	991
6890	991
6892	991
9	991
1626	991
927	991
928	991
1	991
2	991
1	991
14	991
657	991
138	991
643	991
435	991
4	991
5	991
872	991
6	991
107	991
1047	991
1048	991
658	991
1	991
1271	991
1272	991
2	991
15	991
17	991
4618	991
4620	991
358	991
108	991
1049	991
2	991
31	991
15	991
40	991
1	991
9	991
10	991
1	991
16	991
17	991
201	991
202	991
203	991
531	991
10	991
140	991
141	991
143	991
144	991
1273	991
1445	991
1446	991
1140	991
1142	991
1143	991
1144	991
4622	991
204	991
180	991
4623	991
873	991
6898	991
6901	991
6902	991
829	991
1486	991
1487	991
109	991
359	991
361	991
18	991
20	991
1	991
42	991
1	991
23	991
25	991
11	991
12	991
535	991
536	991
13	991
4624	991
4627	991
1448	991
1449	991
703	991
704	991
706	991
6904	991
707	991
708	991
6908	991
6910	991
1450	991
1	991
1488	991
1491	991
1493	991
363	991
1	991
12	991
2	991
76	991
110	991
5	991
537	991
32	991
1274	991
4629	991
159	991
6911	991
1454	991
2	991
1	991
21	991
1	991
1	991
1	991
1	991
79	991
874	991
709	991
710	991
711	991
27	991
1627	991
802	991
3	991
929	991
1051	991
1052	991
5	998
6	998
5	998
2	998
23	998
130	998
131	998
129	998
4	998
6915	998
6918	998
7	998
1	998
1754	998
6	998
26	998
47	998
48	998
28	998
6920	998
13	998
81	998
94	998
4632	998
12	998
147	998
4634	998
187	998
6921	998
6924	998
1456	998
1458	998
1459	998
1460	998
1461	998
28	998
14	998
644	998
35	998
3	998
29	998
44	998
83	998
646	998
4	998
1462	998
830	998
1	998
1463	998
1464	998
1465	998
1466	998
6925	998
6926	998
1467	998
1468	998
1469	998
29	998
189	998
6	998
26	998
4636	998
4638	998
54	998
27	998
131	998
1	998
206	998
1	998
1151	998
1471	998
1472	998
1473	998
6930	998
11	998
541	998
4640	998
4641	998
1475	998
1478	998
1479	998
208	998
1756	1103
86	1103
87	1103
162	1103
6934	1103
22	1103
811	1103
30	1103
83	1103
275	1103
149	1103
150	1103
87	1103
88	1103
544	1103
89	1103
123	1103
2	1103
3	1103
1494	1103
1055	1103
15	1103
36	1103
37	1103
1281	1103
88	1103
930	1103
931	1103
15	1103
1	1103
3	1103
1282	1103
90	1103
546	1103
163	1103
95	1103
547	1103
30	1103
2	1103
1480	1103
1483	1103
1484	1103
1	1103
16	1103
1	1103
17	1103
2	1103
16	1103
441	1103
164	1103
1155	1103
1157	1103
1486	1103
1488	1103
6941	1103
6943	1103
6944	1103
4	1103
1056	1103
128	1103
88	1103
1759	1103
26	1103
55	1103
1284	1103
1285	1103
92	1103
93	1103
879	1103
166	1103
7	1103
8	1103
5	1103
569	1103
170	1103
171	1103
1	1103
2	1103
1	1103
1763	1103
435	1103
436	1103
662	1103
413	1103
663	1103
56	1103
57	1103
58	1103
59	1103
168	1103
6946	1103
172	1103
96	1120
550	1120
1	1120
3	1120
6	1120
7	1120
551	1120
553	1120
30	1120
2	1120
3	1120
7	1120
33	1120
169	1120
170	1120
6947	1120
6948	1120
6949	1120
6950	1120
173	1120
1058	1120
174	1120
175	1120
3	1120
647	1120
45	1120
1765	1120
1766	1120
1767	1120
554	1120
5	1120
57	1120
58	1120
59	1120
1158	1120
38	1120
712	1120
10	1120
11	1120
12	1120
6952	1120
57	1120
414	1120
6	1120
1	1120
833	1120
1769	1120
46	1120
21	1120
1	1120
23	1120
1288	1120
24	1120
25	1120
26	1120
6953	1120
6954	1120
3	1120
176	1120
177	1120
178	1120
59	1120
2	1120
39	1120
416	1120
1	1120
152	1120
649	1120
448	1120
18	1120
124	1120
556	1120
1	1120
1292	1120
98	1120
99	1120
713	1120
6956	1120
6957	1120
6958	1120
6	1120
190	1120
1	1120
1	1120
2	1120
451	1120
47	1120
1489	1120
4648	1120
1162	1120
1632	1120
192	1120
812	1120
1059	1120
41	1120
42	1120
1	1120
2	1120
136	1120
1	1120
2	1120
43	1120
3	1120
44	1120
46	1120
47	1120
63	1120
10	1120
557	1120
4651	1120
881	1120
12	1120
882	1120
1165	1120
175	1120
7	1120
1498	1120
1499	1120
370	1120
1	1120
97	1120
884	1120
1	1120
2	1120
3	1120
153	1120
158	1120
159	1120
160	1120
14	1120
560	1120
15	1120
4	1120
5	1120
6	1120
16	1120
7	1120
176	1120
132	1120
9	1120
10	1120
19	1120
185	1120
186	1120
666	1063
417	1063
667	1063
1	1063
100	1063
162	1063
164	1063
166	1063
169	1063
170	1063
173	1063
20	1063
6968	1063
6969	1063
6970	1063
6971	1063
43	1063
1502	1063
1503	1063
29	1063
564	1063
1777	1063
1778	1063
1779	1063
1	1063
452	1063
66	1063
139	1063
140	1063
175	1063
176	1063
177	1063
178	1063
183	1063
184	1063
185	1063
6972	1063
60	1063
1633	1063
14	1063
141	1063
1505	1063
1506	1063
1507	1063
1508	1063
142	1063
21	1063
25	1063
143	1063
22	1063
2	1063
102	1063
566	1063
92	1063
2	1063
455	1063
7	1063
567	1063
6973	1063
715	1063
1781	1063
1782	1063
3	1063
20	1063
23	1063
32	1063
46	1063
38	1063
39	1063
18	1063
13	1063
6974	1063
6976	1063
6977	1063
6978	1063
1170	1063
1171	1063
814	1063
815	1063
816	1063
818	1063
820	1063
821	1063
1512	1063
1513	1063
1514	1063
1493	1063
1494	1063
1495	1063
1783	1063
1785	1063
1786	1063
33	1063
4659	1063
40	1063
1299	1063
6981	1063
6982	1063
6983	1063
178	1063
1173	1063
1518	1063
1519	1063
126	1063
7	1063
1498	1063
1499	1063
1500	1063
129	1063
34	1063
457	1063
458	1063
4664	1063
1787	1063
1789	1063
1	1063
4	1063
67	1063
68	1063
70	1063
570	1063
571	1063
179	1063
372	1063
9	1063
3	1063
3	1063
34	1063
187	1063
189	1063
72	1063
73	1063
1302	1063
717	1063
1	1124
11	1124
35	1124
25	1124
13	1124
49	1124
41	1124
106	1124
6986	1124
6987	1124
6989	1124
6991	1124
151	1124
837	1124
130	1124
90	1124
50	1124
5	1124
52	1124
49	1124
672	1124
181	1124
1	1124
12	1124
108	1124
27	1124
1	1124
572	1124
573	1124
574	1124
109	1124
4669	1124
4670	1124
576	1124
36	1124
578	1124
650	1124
651	1124
55	1124
56	1124
1176	1124
136	1124
145	1124
147	1124
148	1124
137	1124
2	1124
5	1124
26	1124
5	1124
6996	1124
6997	1124
6998	1124
7000	1124
805	1124
718	1124
183	1124
1502	1124
1505	1124
29	1124
111	1124
112	1124
1791	1124
1792	1124
838	1124
7002	1124
7003	1124
7004	1124
1634	1124
1183	1124
1520	1124
1508	1124
1509	1124
1512	1124
1060	1124
839	1124
2	1124
8	1124
2	1124
9	1124
279	1124
48	1124
13	1124
1	1124
14	1124
4674	1124
7006	1124
7007	1124
7009	1124
374	1124
41	1124
885	1124
193	1124
57	1124
1	1124
886	1124
58	1124
4676	1124
887	1124
195	1124
197	1124
891	1124
892	1124
1	1124
7012	1124
7013	1124
7014	1124
5	1124
15	1124
462	1124
463	1124
59	1124
464	1124
465	1124
466	1124
467	1124
468	1124
1	1124
3	1124
936	1124
149	1124
150	1124
26	1124
28	1124
152	1124
29	1124
30	1124
31	1124
33	1124
938	1124
1	1003
3	1003
18	1003
2	1003
652	1003
3	1003
7	1003
4679	1003
7015	1003
72	1003
185	1003
7016	1003
7018	1003
7019	1003
1184	1003
58	1003
940	1003
941	1003
375	1003
138	1003
59	1003
19	1003
4	1003
51	1003
280	1003
1796	1003
653	1003
39	1003
34	1003
36	1003
40	1003
4681	1003
573	1003
576	1003
18	1003
1	1003
74	1003
3	1003
4	1003
7022	1003
7023	1003
7024	1003
197	1003
5	1003
6	1003
4	1003
6	1003
121	1003
588	1003
20	1003
7025	1003
7026	1003
1	1003
2	1003
3	1003
198	1003
5	1003
141	1003
824	1003
1	1003
7	1003
154	1003
418	1003
419	1003
4684	1003
1635	1003
7030	1003
7032	1003
7033	1003
1516	1003
1517	1003
1520	1003
828	1003
7	1003
36	1003
5	1003
37	1003
44	1003
673	1003
124	1003
66	1003
1311	1003
2	1003
4688	1003
4689	1003
428	1003
67	1003
471	1003
591	1003
7035	1003
7036	1003
1188	1003
1523	1003
1524	1003
577	1003
578	1003
1521	1003
579	1003
830	1003
39	1003
40	1003
5	1003
1798	1003
42	1003
43	1003
4692	1003
4693	1003
7041	1003
1190	1003
1191	1003
1193	1003
580	1003
3	1003
1	1003
41	1003
34	1003
1313	1003
430	1003
475	1003
476	1003
8	1003
195	1003
196	1003
7045	1003
422	1003
1194	1003
1195	1003
834	1003
835	1003
1	952
44	952
45	952
72	952
281	952
84	952
18	952
21	952
1805	952
32	952
720	952
360	952
362	952
90	952
14	952
45	952
6	952
7	952
1807	952
49	952
4701	952
50	952
38	952
40	952
595	952
7052	952
7053	952
424	952
425	952
364	952
365	952
44	952
33	952
8	952
2	952
3	952
1811	952
4703	952
86	952
198	952
1528	952
1531	952
581	952
1062	952
837	952
3	952
1815	952
1818	952
7054	952
894	952
896	952
1638	952
367	952
1532	952
1534	952
1536	952
1537	952
2	952
3	952
5	952
1318	952
7	952
7	952
7060	952
897	952
368	952
153	952
1199	952
1200	952
156	952
1063	952
10	952
52	952
809	952
7061	952
7062	952
7063	952
55	952
370	952
142	952
191	952
132	952
1	928
2	928
90	928
7065	928
7066	928
22	928
158	928
159	928
160	928
1	928
2	928
3	928
4	928
586	928
20	928
22	928
75	928
76	928
22	928
1324	928
7067	928
21	928
477	928
479	928
1820	928
131	928
132	928
10	928
12	928
373	928
374	928
376	928
1201	928
1202	928
480	928
481	928
482	928
37	928
7	928
7073	928
1539	928
192	928
193	928
23	928
17	928
840	928
842	928
51	928
811	928
812	928
1325	928
7075	928
7077	928
1541	928
1542	928
1543	928
1821	928
1823	928
4	928
599	928
133	928
600	928
7078	928
7080	928
380	928
382	928
1546	928
1547	928
4	928
75	928
77	928
7085	928
7087	928
7088	928
843	928
51	928
655	928
379	928
1548	928
1549	928
34	928
590	928
591	928
593	928
195	928
24	787
198	787
483	787
484	787
14	787
16	787
11	787
601	787
4715	787
4716	787
7092	787
724	787
898	787
899	787
144	787
145	787
146	787
1551	787
1552	787
1553	787
1554	787
1064	787
602	787
92	787
93	787
94	787
384	787
8	787
657	787
1556	787
1557	787
1558	787
1559	787
91	787
1825	787
8	787
3	787
604	787
199	787
7096	787
7098	787
18	787
9	787
381	787
1561	787
1562	787
1563	787
1564	787
1565	787
4	787
605	787
200	787
285	787
386	787
202	787
200	787
660	787
1567	787
1568	787
10	787
1	787
201	787
27	787
11	787
2	787
4723	787
96	787
97	787
98	787
4726	787
7102	787
203	787
901	787
1570	787
1571	787
1572	787
1573	787
1574	787
77	787
486	787
79	787
6	787
7107	787
942	787
1208	787
1575	787
1576	787
1577	787
1065	787
608	787
82	787
4729	787
4730	787
7113	787
1	787
4	787
662	787
4	662
5	662
1826	662
1827	662
813	662
487	662
489	662
4731	662
4735	662
7118	662
1579	662
1580	662
100	662
1330	662
101	662
4736	662
4737	662
817	662
7120	662
7121	662
57	662
664	662
59	662
16	662
17	662
1581	662
597	662
495	662
496	662
7125	662
7128	662
4	662
682	662
205	662
4738	662
7130	662
7131	662
7132	662
1067	662
1068	662
207	662
103	662
4740	662
46	662
497	662
7134	662
105	662
188	662
1333	662
683	662
610	662
4742	662
390	662
7140	662
7142	662
383	662
1583	662
1584	662
1586	662
23	662
611	662
4746	662
1334	662
7144	662
139	662
1587	662
1588	662
14	629
7148	629
209	629
1594	629
614	629
4747	629
24	629
7154	629
211	629
2	629
499	629
4748	629
1337	629
4750	629
4751	629
7155	629
7158	629
7159	629
1598	629
1599	629
1600	629
38	629
288	629
619	629
4752	629
4753	629
4756	629
7160	629
672	629
1603	629
1605	629
1606	629
4757	629
4758	629
4759	629
7166	629
7167	629
7168	629
29	629
215	629
216	629
847	629
848	629
1339	629
4760	629
4763	629
4764	629
20	629
21	629
24	629
52	629
7174	629
7175	629
7176	629
31	629
38	629
218	629
1836	543
1223	543
39	543
1072	543
1073	543
5	543
26	543
28	543
29	543
30	543
31	543
1	543
33	543
629	543
7181	543
4766	543
32	543
19	543
7183	543
4767	543
7184	543
4768	543
7185	543
630	543
101	543
7188	543
7189	543
7191	543
1610	543
1613	543
1225	543
1074	543
1346	543
4770	543
632	543
7193	543
7194	543
111	543
114	543
115	543
1614	543
1615	543
116	543
156	543
1839	543
1840	543
633	543
7200	543
1349	543
65	543
7201	543
66	543
1226	543
163	543
164	543
165	543
83	491
503	491
504	491
4776	491
4777	491
395	491
7204	491
1227	491
1228	491
601	491
191	491
192	491
847	491
1841	491
1350	491
152	491
399	491
402	491
4778	491
4779	491
66	491
163	491
167	491
1231	491
404	491
408	491
409	491
411	491
848	491
851	491
4780	491
852	491
676	491
7212	491
855	491
858	491
849	491
7214	491
7215	491
1535	491
860	491
861	491
862	491
6	491
1844	491
27	491
636	491
4782	491
412	491
866	491
868	491
871	491
872	491
28	491
509	491
4783	491
4784	491
4786	491
605	491
911	491
873	491
1846	442
4789	442
4790	442
212	442
4791	442
4792	442
7225	442
19	442
1081	442
422	442
423	442
424	442
876	442
642	442
645	442
4793	442
4794	442
7229	442
1644	442
14	442
1082	442
516	442
1363	442
517	442
17	442
1234	442
1235	442
1366	442
70	442
7232	442
1625	442
7234	442
879	442
1237	442
881	442
609	442
610	442
613	442
614	442
677	442
1	442
2	442
726	442
7235	442
1238	442
396	442
1	442
693	442
4798	442
4799	442
4800	442
7237	442
20	442
24	442
26	442
6	442
429	442
432	442
433	442
647	442
157	442
4802	442
4803	442
4805	442
7239	442
170	442
40	442
31	442
1	377
1852	377
1	377
652	377
1	377
4807	377
1	377
1	377
1	377
1	377
1	377
1	377
4808	377
1	377
8	377
1	377
2	377
57	377
7241	377
7243	377
7244	377
175	377
178	377
7245	377
72	377
36	377
37	377
438	377
1369	377
1	377
1	377
1	377
1	377
1	377
1	377
1	377
1	377
160	377
1240	377
49	377
51	377
1	377
1	377
1	377
2	377
1	377
1	377
3	377
4812	377
7248	377
7249	377
7250	377
7253	377
7254	377
118	377
119	377
884	377
1241	377
1	377
888	377
616	377
617	377
1	377
1	377
1	377
521	377
2	377
1	377
4	377
47	377
4816	377
1243	377
1244	377
1245	377
891	377
892	377
893	377
1	377
1	377
1	377
1373	377
1543	377
7256	377
1	377
3	377
56	377
58	377
61	377
822	377
1857	377
7257	377
618	377
1547	377
73	377
2	377
10	285
660	285
1	285
7261	285
1551	285
57	285
58	285
62	285
13	285
14	285
525	285
662	285
17	285
17	285
1861	285
1862	285
72	285
1246	285
122	285
1	285
123	285
124	285
1247	285
852	285
18	285
1	285
1375	285
7270	285
1249	285
1	285
411	285
894	285
4831	285
74	285
164	230
1377	230
1641	230
8	230
1087	230
1865	230
1378	230
75	230
7283	230
7291	230
529	230
1381	230
1556	230
1	180
166	180
666	180
7293	180
76	180
7296	180
45	180
4839	180
1649	180
1655	180
855	180
4843	180
4846	180
