"S"	""
2783	928
914	928
181	928
437	928
28	928
101	928
538	787
110	787
154	787
651	787
2114	787
2784	787
551	787
2116	787
2785	787
2790	787
115	787
116	787
1054	787
1055	787
552	787
2119	787
2121	787
338	787
344	787
345	787
444	787
916	787
30	787
497	787
1086	787
1087	787
156	787
2124	787
2125	787
2126	787
2796	787
117	787
2800	787
406	787
506	787
507	787
445	787
2805	787
2135	787
2136	787
2137	787
2138	787
2139	787
123	787
447	787
157	787
4	787
540	787
118	787
2809	787
4	787
2811	787
664	787
665	787
20	787
407	787
408	787
409	787
541	787
2812	787
2817	787
2140	787
2143	787
2144	787
2145	787
21	787
449	787
450	787
119	662
2821	662
2822	662
2823	662
2148	662
2151	662
2152	662
1090	662
659	662
660	662
661	662
2824	662
2153	662
410	662
412	662
414	662
3	662
772	662
773	662
775	662
1060	662
1061	662
1063	662
1065	662
451	662
340	662
162	662
2827	662
2828	662
2830	662
2159	662
341	662
342	662
343	662
2162	662
33	662
415	662
553	662
452	662
1066	662
453	662
348	662
349	662
918	662
163	662
124	662
2831	662
514	662
2833	662
2835	662
2164	662
2165	662
2837	662
509	662
554	662
555	662
556	662
454	662
666	662
168	662
2169	662
2839	662
2840	662
344	662
346	662
347	662
127	662
662	662
2845	662
2846	662
2848	662
106	662
125	662
171	662
544	662
2179	662
2180	662
2181	662
2182	662
34	662
2184	662
2185	662
2849	662
2850	662
2852	662
2853	662
2186	662
510	662
1096	629
33	629
1098	629
102	629
667	629
664	629
120	629
2854	629
2188	629
2189	629
2190	629
2857	629
2859	629
2860	629
2861	629
2191	629
2194	629
2196	629
457	629
350	629
34	629
36	629
2864	629
2200	629
418	629
780	629
781	629
107	629
1067	629
351	629
355	629
357	629
358	629
359	629
360	629
361	629
362	629
22	629
39	629
175	629
2870	629
2871	629
2202	629
783	629
560	629
1070	629
1071	629
1072	629
1073	629
1074	629
1075	629
366	629
367	629
1099	629
10	629
2872	629
2876	629
2877	629
2207	629
1077	629
1078	629
1079	629
925	629
498	629
370	629
371	629
372	629
373	629
374	629
375	629
376	629
377	629
432	629
29	629
76	629
546	629
926	629
2880	629
2210	629
2211	629
2213	629
2215	629
459	629
499	629
108	629
30	629
2885	629
2886	629
121	543
2888	543
2890	543
2892	543
420	543
513	543
422	543
515	543
31	543
928	543
517	543
2219	543
2221	543
23	543
784	543
378	543
379	543
382	543
383	543
2896	543
2897	543
2898	543
2899	543
2900	543
2901	543
2222	543
500	543
30	543
2224	543
2225	543
2228	543
788	543
789	543
384	543
1081	543
1082	543
1083	543
930	543
931	543
2902	543
2903	543
2904	543
2906	543
2907	543
2	543
2232	543
2237	543
387	543
547	543
179	543
43	543
44	543
2909	543
2911	543
2912	543
2913	543
45	543
4	543
2240	543
2241	543
2242	543
390	543
549	543
47	543
122	543
123	543
49	543
2916	543
2921	543
391	543
392	543
394	543
50	543
2922	543
124	543
2925	543
423	543
2243	543
425	543
426	543
353	543
2927	491
2930	491
2933	491
550	491
566	491
667	491
2934	491
551	491
2939	491
793	491
934	491
1084	491
501	491
128	491
2943	491
2944	491
395	491
1085	491
1086	491
1087	491
1088	491
1089	491
1090	491
552	491
2250	491
2251	491
2252	491
2946	491
2947	491
517	491
1092	491
2256	491
2257	491
2948	491
2949	491
2950	491
668	491
2265	491
2268	491
2269	491
518	491
519	491
670	442
2270	442
2271	442
2272	442
2955	442
396	442
1105	442
2273	442
2277	442
796	442
797	442
2956	442
2957	442
2959	442
798	442
569	442
126	442
2962	442
2965	442
2967	442
799	442
2278	442
2279	442
2281	442
2968	442
2969	442
939	442
554	442
555	442
2284	442
941	442
945	442
946	442
130	442
2289	442
2290	442
2291	442
2293	442
2971	442
2973	442
2975	442
948	442
127	442
949	442
11	442
1095	442
2294	442
131	442
132	442
2977	442
2980	442
4	377
2299	377
2300	377
430	377
23	377
357	377
183	377
184	377
185	377
2305	377
2308	377
2309	377
953	377
955	377
801	377
802	377
2985	377
570	377
27	377
2313	377
24	377
2987	377
2990	377
2991	377
2992	377
2994	377
2996	377
2997	377
675	377
27	377
506	377
507	377
2321	377
2998	377
2999	377
3000	377
3002	377
525	377
1113	377
2324	377
2325	377
3012	377
2331	377
2335	377
3014	377
3015	377
3016	377
958	285
2338	285
2339	285
3017	285
2342	285
809	285
810	285
3019	285
3020	285
2351	285
2352	285
3022	285
3023	285
3026	285
3027	285
3028	285
3029	285
3032	285
398	285
2353	285
2354	285
2355	285
130	285
3034	285
2358	285
3035	285
3037	285
677	285
432	285
3039	285
3040	285
3042	285
3043	285
678	285
4	285
509	285
3048	285
679	285
3050	230
510	230
963	230
2372	230
2374	230
2375	230
2376	230
113	230
812	230
3054	230
3055	230
3058	230
3059	230
681	230
3060	230
969	230
572	230
971	230
53	230
1098	230
2378	230
2379	230
2382	230
3064	230
3067	230
1099	230
2386	230
3072	230
1119	230
2387	230
2389	230
1	230
35	230
3077	230
3082	230
3083	230
684	230
3085	230
3086	230
512	180
2398	180
3092	180
3094	180
3096	180
515	180
3098	180
402	180
2404	180
3100	180
3101	180
685	180
2405	180
681	180
2410	180
3102	180
3104	180
137	177
3108	177
3109	177
823	177
824	177
3113	177
3115	177
3116	177
3119	177
2413	177
2	177
2415	177
3123	177
3124	177
2418	177
2419	177
2420	177
3125	177
3126	177
3128	177
3129	177
1100	177
3132	183
3133	183
408	183
410	183
983	183
1102	183
828	183
830	183
1125	183
3136	183
3137	183
3139	183
3140	183
3143	183
3144	183
3146	183
3150	183
3152	142
3153	142
835	142
836	142
3156	142
528	142
3160	142
3161	142
1129	142
3163	142
3166	142
529	142
3170	142
3172	142
2432	149
2433	149
3177	149
3178	149
436	149
437	149
837	149
31	149
840	149
3191	149
412	149
3192	149
3194	149
3196	149
3197	149
523	149
3200	149
3201	149
3202	149
3204	149
3206	142
3208	142
3210	142
3211	142
3212	142
3213	142
3214	142
3219	113
3223	113
3225	113
3226	113
993	113
994	113
3230	101
995	101
689	101
3231	101
3232	101
3234	101
3235	101
3237	101
3239	101
3240	81
3241	81
3243	81
689	81
3244	81
3247	81
3249	59
3251	59
1004	68
3257	68
3258	68
694	68
697	87
3263	87
3264	100
3269	100
3270	100
698	100
3273	100
3274	100
414	100
415	15
416	15
1011	71
1012	66
1015	66
1016	66
699	90
532	90
1018	113
315	113
3279	113
3280	113
3282	97
1141	265
3285	265
27	265
3288	265
3289	265
1107	265
3290	265
5	265
422	265
704	265
46	265
3292	265
3293	265
221	265
535	265
537	265
538	265
539	265
540	265
541	265
3294	265
2444	265
705	265
706	265
3296	265
3298	265
3299	265
3300	265
2445	265
707	265
423	265
1109	301
1110	301
3303	301
3304	301
222	301
3306	301
3307	301
524	301
525	301
560	301
3308	301
3310	301
3311	301
1034	301
3312	301
3314	301
3316	301
3317	301
1036	301
2446	301
581	301
582	301
3321	301
3322	301
3325	301
3326	301
710	301
3327	301
1114	230
224	230
2447	230
2448	230
3329	230
111	230
3330	230
3331	230
3332	230
3334	230
534	230
2450	230
1040	375
3336	375
225	375
3337	375
3338	375
3340	375
3341	375
3344	375
712	375
691	375
227	375
228	375
3346	375
562	375
1117	375
547	375
585	375
535	375
693	375
695	375
713	375
714	375
716	375
2452	375
424	375
425	375
2453	375
2454	375
441	375
442	375
443	375
31	375
139	375
549	375
550	375
193	375
194	375
3348	375
3349	375
317	375
136	375
3351	375
426	375
1119	375
2456	375
74	375
1145	429
3353	429
3354	429
3355	429
555	429
33	429
196	429
229	429
2458	429
2459	429
76	429
3357	429
198	429
419	429
122	429
2	429
721	429
199	429
3358	429
3359	429
3360	429
3362	429
3364	429
722	429
723	429
697	429
698	429
536	429
2461	429
558	429
3365	429
420	429
421	429
1153	429
589	429
559	429
3366	429
3367	429
3369	429
3371	429
1045	429
450	602
3373	602
3374	602
2465	602
2466	602
3376	602
3377	602
1046	602
1123	602
561	602
563	602
564	602
143	602
3378	602
1156	602
2471	602
451	602
3381	602
3382	602
452	602
3383	602
4	602
422	602
5	602
3387	602
566	602
3389	602
1157	602
1158	602
846	602
847	602
848	602
1159	602
1160	602
2473	602
454	602
2474	602
2476	602
144	602
124	602
129	602
849	717
850	717
851	717
1047	717
3390	717
205	717
423	717
462	717
464	717
3391	717
595	717
3393	717
725	717
3394	717
3395	717
424	717
3396	717
3397	717
1	717
2	717
112	717
10	717
206	717
1161	717
1163	717
567	717
537	717
455	717
426	717
3398	717
2479	717
2480	717
2481	717
3399	717
2483	717
596	717
365	717
699	717
700	717
2484	717
2485	717
3402	717
2486	717
3403	717
3404	717
3405	717
531	717
726	717
79	717
11	717
597	717
103	717
2488	717
539	717
3408	717
2490	717
3409	717
3410	717
2491	717
569	717
3	717
145	717
598	717
3412	717
456	717
2493	717
533	717
2494	717
1051	717
1053	717
853	717
854	717
855	717
856	717
857	717
1054	717
1056	717
6	777
3413	777
3414	777
2496	777
2498	777
2499	777
2500	777
429	777
430	777
366	777
1	777
728	777
599	777
541	777
3417	777
457	777
2501	777
2502	777
2503	777
2504	777
2505	777
2506	777
574	777
24	777
1167	777
142	777
143	777
144	777
62	777
3419	777
3420	777
431	777
131	777
132	777
565	777
566	777
208	777
3421	777
3424	777
3425	777
3426	777
3428	777
2507	777
2508	777
2509	777
702	777
575	777
3429	777
3430	777
3431	777
32	777
459	777
2510	777
2515	777
13	777
14	777
1169	777
567	777
209	777
446	777
542	777
535	777
447	777
730	777
3432	777
600	777
33	777
2520	777
2523	777
434	777
435	777
436	777
703	777
1	777
211	777
80	777
466	777
731	777
3434	777
3438	777
3439	777
2524	777
1127	777
2526	777
2527	777
2528	777
2529	777
1128	777
705	777
432	777
433	777
577	777
579	777
1170	941
1171	941
215	941
216	941
32	941
536	941
448	941
3441	941
735	941
3442	941
3444	941
3445	941
3447	941
537	941
538	941
1129	941
2530	941
2531	941
858	941
2532	941
2533	941
859	941
860	941
861	941
862	941
863	941
864	941
2536	941
14	941
146	941
434	941
435	941
436	941
437	941
438	941
439	941
440	941
1058	941
1059	941
1060	941
580	941
581	941
582	941
1	941
1172	941
1173	941
147	941
603	941
460	941
461	941
3448	941
539	941
128	941
2538	941
2539	941
1174	941
1175	941
3451	941
1061	941
1064	941
1065	941
1066	941
737	941
3453	941
3455	941
3457	941
2542	941
2545	941
441	941
738	941
33	941
568	941
220	941
221	941
3462	941
438	941
3	941
583	941
75	941
1178	941
569	941
1179	941
449	941
544	941
224	941
545	941
605	941
3465	941
546	941
1	941
21	941
22	941
148	941
865	941
866	941
867	941
868	941
869	941
225	941
465	941
3466	941
870	941
871	941
872	941
2546	941
875	941
15	1006
226	1006
16	1006
1131	1006
876	1006
3468	1006
150	1006
877	1006
880	1006
881	1006
882	1006
2547	1006
2548	1006
2549	1006
2550	1006
2	1006
570	1006
571	1006
739	1006
80	1006
42	1006
607	1006
3472	1006
439	1006
3475	1006
3476	1006
547	1006
883	1006
44	1006
45	1006
884	1006
146	1006
151	1006
46	1006
3478	1006
3479	1006
3481	1006
2551	1006
2552	1006
3482	1006
3483	1006
2553	1006
2554	1006
2556	1006
1133	1006
147	1006
3484	1006
104	1006
740	1006
741	1006
3485	1006
3486	1006
2557	1006
3489	1006
3490	1006
3491	1006
2560	1006
368	1006
586	1006
152	1006
232	1006
572	1006
548	1006
233	1006
3496	1006
3498	1006
3499	1006
2562	1006
2563	1006
5	1006
154	1006
543	1006
544	1006
545	1006
227	1006
573	1006
234	1006
575	1006
549	1006
576	1006
546	1006
608	1006
468	1006
3500	1006
3504	1006
23	1006
3505	1006
2567	1006
2568	1006
709	1006
710	1006
1	1006
1	1006
2	1006
588	1006
467	1006
105	1006
235	1006
153	1006
885	1006
886	1006
887	1006
468	1006
16	1006
1135	1006
24	1006
25	1006
3509	1006
2572	1006
2573	1006
2574	1006
2575	1006
2576	1006
31	1006
589	1006
1180	806
1181	806
744	806
745	806
746	806
63	806
889	806
890	806
891	806
711	806
2577	806
712	806
713	806
2580	806
2581	806
2582	806
135	806
136	806
1183	806
228	806
1	806
137	806
138	806
139	806
1	806
1	806
2	806
3	806
747	806
1067	806
551	806
552	806
1068	806
469	806
140	806
151	806
3520	806
3522	806
3523	806
1070	806
35	806
1	806
1	806
469	806
2	806
154	806
3532	806
3534	806
470	806
55	806
56	806
748	806
229	806
230	806
1137	806
609	806
892	806
893	806
894	806
895	806
113	806
2583	806
2584	806
2586	806
590	806
591	806
592	806
1184	891
578	891
1186	891
231	891
232	891
896	891
897	891
898	891
899	891
442	891
444	891
1139	891
548	891
549	891
610	891
470	891
471	891
3539	891
3540	891
3541	891
3543	891
1073	891
1	891
103	891
1	891
553	891
2	891
3	891
4	891
36	891
135	891
471	891
6	891
2587	891
2588	891
2589	891
2590	891
3548	891
3550	891
3551	891
3552	891
3553	891
141	891
751	891
752	891
142	891
143	891
2593	891
2594	891
1	891
3554	891
3555	891
3556	891
716	891
1187	891
234	891
2	891
5	891
6	891
3	891
4	891
5	891
6	891
2597	891
8	891
2598	891
2599	891
9	891
2	891
3	891
3558	891
3559	891
1	891
1075	891
3561	891
1140	891
1141	891
27	978
900	978
901	978
582	978
902	978
903	978
2602	978
2603	978
2605	978
10	978
3564	978
3565	978
3566	978
155	978
237	978
1190	978
472	978
472	978
473	978
441	978
7	978
2607	978
753	978
11	978
12	978
13	978
14	978
3571	978
3573	978
3577	978
445	978
446	978
447	978
448	978
717	978
2	978
239	978
583	978
3	978
64	978
8	978
9	978
10	978
65	978
66	978
2608	978
2610	978
2611	978
2614	978
3578	978
3579	978
144	978
7	978
2615	978
2616	978
2618	978
2619	978
3581	978
3585	978
3586	978
3588	978
145	978
3590	978
449	978
450	978
718	978
719	978
720	978
370	978
556	978
557	978
3591	978
146	978
147	978
148	978
5	978
452	978
3593	978
1077	978
7	978
8	978
593	978
594	978
474	978
475	978
476	978
905	978
906	978
908	978
909	978
910	978
551	978
552	978
17	978
553	978
3594	978
3596	978
451	978
452	978
453	978
454	978
455	978
156	978
1078	978
1192	971
1193	971
473	971
2621	971
912	971
913	971
914	971
755	971
478	971
3601	971
3602	971
3603	971
456	971
83	971
58	971
136	971
137	971
479	971
1081	971
1082	971
2	971
442	971
319	971
612	971
613	971
559	971
6	971
1	971
2	971
154	971
1196	971
1197	971
1198	971
585	971
155	971
156	971
243	971
1	971
2622	971
2623	971
2625	971
2626	971
244	971
560	971
555	971
561	971
480	971
457	971
3	971
4	971
5	971
3609	971
614	971
2	971
1084	971
77	971
1085	971
245	971
246	971
15	971
11	971
16	971
556	971
3611	971
3612	971
3613	971
3616	971
3617	971
3619	971
587	971
1	971
138	971
14	971
15	971
16	971
1200	971
588	971
3620	971
17	971
248	971
589	971
2628	971
2	971
3	971
4	971
4	971
5	971
3623	971
4	971
5	971
474	971
3624	971
616	971
3625	971
3626	971
3629	971
3631	971
915	971
916	971
917	971
1204	1143
1205	1143
2629	1143
249	1143
29	1143
1	1143
2631	1143
2633	1143
757	1143
2634	1143
3634	1143
592	1143
3638	1143
3639	1143
918	1143
919	1143
920	1143
921	1143
78	1143
79	1143
1206	1143
593	1143
37	1143
8	1143
558	1143
2	1143
18	1143
721	1143
722	1143
157	1143
6	1143
1	1143
68	1143
69	1143
560	1143
565	1143
2635	1143
3640	1143
3641	1143
2642	1143
1143	1143
6	1143
7	1143
251	1143
20	1143
8	1143
620	1143
3642	1143
1087	1143
2643	1143
3645	1143
3646	1143
2644	1143
3647	1143
2645	1143
2646	1143
723	1143
1146	1143
481	1143
482	1143
8	1143
8	1143
1207	1143
1208	1143
70	1143
1089	1143
458	1143
460	1143
562	1143
3652	1143
563	1143
2647	1143
237	1143
2649	1143
1092	1143
2652	1143
140	1143
600	1143
601	1143
1093	1143
3	1143
4	1143
72	1143
1209	1143
6	1143
7	1143
8	1143
9	1143
5	1143
564	1143
13	1143
922	1143
3653	1143
3656	1143
923	1143
924	1143
565	1143
568	1143
2654	1143
622	1143
570	1143
1096	1143
484	1143
603	1143
604	1143
38	1143
32	1143
33	1143
2	1143
254	1143
255	1143
461	1143
925	1143
926	1143
927	1143
928	1143
3658	1143
3661	1143
3663	1143
3665	1143
3666	1143
2658	1143
2659	1143
105	1143
240	1143
106	1143
572	1143
486	1143
606	1143
608	1143
609	1143
610	1143
4	991
455	991
1212	991
30	991
724	991
930	991
3667	991
462	991
615	991
3	991
5	991
566	991
2664	991
2665	991
618	991
619	991
620	991
1213	991
595	991
596	991
567	991
1098	991
1	991
149	991
150	991
151	991
152	991
153	991
154	991
1215	991
258	991
597	991
598	991
599	991
3	991
17	991
3670	991
3672	991
3673	991
3674	991
3675	991
725	991
726	991
2666	991
2667	991
9	991
10	991
9	991
10	991
107	991
5	991
4	991
759	991
568	991
3676	991
3677	991
464	991
727	991
575	991
1	991
2	991
3	991
4	991
19	991
20	991
36	991
622	991
260	991
600	991
569	991
3678	991
1104	991
5	991
7	991
8	991
9	991
623	991
1	991
52	991
8	991
476	991
444	991
3680	991
3682	991
1147	991
1	991
1149	991
1150	991
1151	991
1	998
73	998
74	998
75	998
7	998
156	998
3684	998
3685	998
3689	998
2672	998
2675	998
466	998
467	998
2677	998
468	998
9	998
10	998
1153	998
1157	998
457	998
1216	998
601	998
761	998
3692	998
448	998
373	998
625	998
1107	998
21	998
3694	998
577	998
487	998
488	998
1158	998
10	998
11	998
12	998
13	998
14	998
2	998
602	998
606	998
607	998
22	998
23	998
3696	998
3697	998
3699	998
3701	998
2	998
3	998
25	998
26	998
3	998
16	998
17	998
19	998
20	998
1109	998
27	998
28	998
33	998
155	998
157	998
158	998
570	998
762	998
571	998
572	998
34	998
35	998
2679	998
2680	998
2681	998
2682	998
3703	998
3704	998
4	998
5	998
22	998
23	998
24	998
25	998
26	998
2	998
624	998
2683	998
2685	998
2688	998
1	998
3	998
4	998
4	998
141	998
29	998
30	998
31	998
32	998
626	998
1218	998
2	998
1219	998
1221	998
76	998
932	998
764	998
933	998
36	998
77	998
3707	998
3708	998
3709	998
3710	998
3711	998
2690	998
2692	998
935	998
936	998
450	998
1160	998
1161	998
1162	998
1163	998
34	998
35	998
36	998
268	1103
158	1103
937	1103
938	1103
939	1103
731	1103
625	1103
579	1103
25	1103
3712	1103
242	1103
11	1103
940	1103
3715	1103
941	1103
454	1103
456	1103
12	1103
160	1103
161	1103
162	1103
163	1103
164	1103
78	1103
2695	1103
38	1103
39	1103
13	1103
14	1103
609	1103
160	1103
271	1103
15	1103
16	1103
166	1103
168	1103
169	1103
53	1103
170	1103
3717	1103
3718	1103
2702	1103
2703	1103
13	1103
14	1103
16	1103
627	1103
628	1103
629	1103
273	1103
274	1103
12	1103
171	1103
172	1103
173	1103
174	1103
175	1103
176	1103
177	1103
3720	1103
3721	1103
3724	1103
8	1103
9	1103
631	1103
1	1103
478	1103
611	1103
5	1103
17	1103
18	1103
321	1103
275	1103
178	1103
179	1103
1	1103
574	1103
3725	1103
3726	1103
3727	1103
2708	1103
283	1103
6	1103
10	1103
42	1103
43	1103
47	1103
37	1103
1	1103
40	1103
18	1103
29	1103
1	1103
278	1103
732	1103
2	1103
733	1103
1	1103
575	1103
14	1103
734	1103
577	1103
3728	1103
3729	1103
2711	1103
2712	1103
2714	1103
30	1103
17	1103
18	1103
5	1103
1	1103
50	1103
1	1103
43	1103
1	1103
19	1103
3	1103
2	1103
3	1103
2	1103
479	1103
1	1103
581	1103
16	1103
17	1103
942	1103
944	1103
39	1103
3732	1103
3734	1103
3736	1103
3737	1103
3738	1103
3739	1103
376	1103
459	1103
1	1120
1	1120
1226	1120
1227	1120
1228	1120
1230	1120
766	1120
767	1120
582	1120
4	1120
5	1120
946	1120
947	1120
948	1120
627	1120
3741	1120
3743	1120
2716	1120
2717	1120
2718	1120
1165	1120
130	1120
632	1120
34	1120
35	1120
3	1120
2	1120
1232	1120
19	1120
20	1120
21	1120
181	1120
583	1120
8	1120
182	1120
585	1120
184	1120
186	1120
578	1120
3744	1120
20	1120
21	1120
22	1120
25	1120
12	1120
1167	1120
55	1120
187	1120
188	1120
22	1120
23	1120
279	1120
586	1120
189	1120
190	1120
191	1120
11	1120
12	1120
3745	1120
3746	1120
26	1120
27	1120
28	1120
29	1120
30	1120
31	1120
1169	1120
1170	1120
57	1120
58	1120
460	1120
193	1120
194	1120
14	1120
15	1120
108	1120
281	1120
613	1120
109	1120
196	1120
3747	1120
3748	1120
3749	1120
3750	1120
3751	1120
2	1120
6	1120
32	1120
33	1120
34	1120
35	1120
61	1120
62	1120
1172	1120
1173	1120
1174	1120
1175	1120
1176	1120
198	1120
768	1120
16	1120
17	1120
199	1120
200	1120
3752	1120
3753	1120
472	1120
41	1120
143	1120
64	1120
201	1120
1236	1120
770	1120
4	1120
1238	1120
24	1120
26	1120
37	1120
591	1120
580	1120
2724	1120
2725	1120
3754	1120
66	1120
67	1120
1114	1120
1	1120
2	1120
6	1120
480	1120
771	1120
1240	1120
1242	1120
481	1120
1243	1120
5	1120
285	1120
245	1120
950	1120
952	1120
953	1120
954	1120
2726	1120
2727	1120
3758	1120
2729	1120
2730	1120
377	1120
378	1120
45	1120
79	1063
459	1063
1245	1063
1248	1063
82	1063
955	1063
957	1063
18	1063
2731	1063
2732	1063
3762	1063
2734	1063
3764	1063
3765	1063
3768	1063
2735	1063
46	1063
2	1063
635	1063
1249	1063
1251	1063
18	1063
775	1063
111	1063
462	1063
592	1063
202	1063
203	1063
204	1063
205	1063
581	1063
615	1063
616	1063
1116	1063
3770	1063
2738	1063
2739	1063
2740	1063
40	1063
2741	1063
2742	1063
41	1063
42	1063
43	1063
44	1063
25	1063
206	1063
1118	1063
1	1063
1119	1063
1252	1063
1253	1063
1120	1063
582	1063
1125	1063
207	1063
208	1063
209	1063
210	1063
211	1063
45	1063
47	1063
24	1063
7	1063
3772	1063
460	1063
461	1063
287	1063
617	1063
618	1063
3774	1063
3776	1063
212	1063
214	1063
215	1063
216	1063
217	1063
218	1063
219	1063
220	1063
221	1063
3778	1063
3779	1063
584	1063
2748	1063
1132	1063
1136	1063
1138	1063
31	1063
48	1063
2751	1063
49	1063
50	1063
2752	1063
2754	1063
959	1063
3781	1063
3782	1063
3783	1063
2757	1063
2759	1063
2761	1063
475	1063
636	1063
637	1063
638	1063
1255	1124
40	1124
777	1124
1	1124
163	1124
19	1124
962	1124
963	1124
778	1124
964	1124
3785	1124
3787	1124
2762	1124
284	1124
164	1124
22	1124
23	1124
24	1124
1257	1124
322	1124
779	1124
222	1124
223	1124
224	1124
227	1124
228	1124
491	1124
3789	1124
285	1124
2763	1124
2764	1124
2765	1124
69	1124
71	1124
1181	1124
1182	1124
1183	1124
587	1124
463	1124
464	1124
8	1124
1260	1124
620	1124
621	1124
780	1124
3791	1124
3792	1124
2768	1124
85	1124
2772	1124
87	1124
88	1124
74	1124
75	1124
76	1124
77	1124
46	1124
588	1124
589	1124
640	1124
622	1124
381	1124
3793	1124
3795	1124
3797	1124
3798	1124
5	1124
464	1124
1265	1124
293	1124
230	1124
231	1124
232	1124
233	1124
784	1124
966	1124
2775	1124
2776	1124
632	1124
2777	1124
83	1124
84	1124
87	1124
3800	1124
3802	1124
47	1124
477	1124
6	1124
1266	1124
234	1124
235	1124
236	1124
237	1124
2779	1124
2780	1124
591	1124
2	1124
624	1124
625	1124
89	1124
90	1124
634	1124
2785	1124
2787	1124
3805	1124
3807	1124
1184	1124
114	1124
1140	1124
294	1124
6	1003
483	1003
492	1003
493	1003
596	1003
494	1003
2788	1003
2789	1003
2790	1003
2791	1003
2793	1003
6	1003
478	1003
626	1003
27	1003
1185	1003
166	1003
2795	1003
2797	1003
2798	1003
3811	1003
3812	1003
3813	1003
2	1003
3	1003
56	1003
785	1003
88	1003
9	1003
12	1003
382	1003
43	1003
32	1003
33	1003
37	1003
628	1003
629	1003
91	1003
92	1003
94	1003
3817	1003
295	1003
38	1003
28	1003
597	1003
495	1003
598	1003
599	1003
479	1003
239	1003
241	1003
243	1003
248	1003
23	1003
1268	1003
1270	1003
484	1003
630	1003
485	1003
2801	1003
2802	1003
2803	1003
638	1003
115	1003
160	1003
296	1003
383	1003
486	1003
787	1003
496	1003
2806	1003
2807	1003
2809	1003
601	1003
497	1003
969	1003
49	1003
50	1003
384	1003
385	952
736	952
737	952
738	952
2811	952
2812	952
2814	952
788	952
480	952
482	952
483	952
467	952
641	952
1275	952
1	952
26	952
27	952
2815	952
97	952
98	952
2817	952
2819	952
2820	952
51	952
595	952
596	952
484	952
29	952
31	952
465	952
100	952
101	952
103	952
2821	952
2822	952
2824	952
2826	952
2827	952
53	952
62	952
64	952
183	952
35	952
37	952
485	952
9	952
11	952
1276	952
1277	952
15	952
16	952
2833	952
2835	952
1	952
107	952
108	952
110	952
9	952
29	952
30	952
1186	952
66	952
68	952
6	952
597	952
35	952
170	952
790	952
633	952
1143	952
1144	952
605	952
1145	952
1146	952
791	952
974	952
976	952
1147	952
38	952
50	952
51	952
486	952
977	928
978	928
979	928
642	928
1189	928
249	928
1190	928
55	928
56	928
57	928
58	928
647	928
1148	928
11	928
1279	928
1	928
250	928
1	928
3	928
3	928
31	928
32	928
18	928
2838	928
19	928
59	928
61	928
488	928
11	928
24	928
25	928
26	928
27	928
25	928
29	928
792	928
134	928
3820	928
31	928
3823	928
33	928
34	928
251	928
2	928
10	928
741	928
634	928
742	928
4	928
743	928
34	928
94	928
635	928
26	928
606	928
23	928
24	928
95	928
3824	928
3826	928
3827	928
3828	928
3829	928
115	928
491	928
493	928
598	928
599	928
471	928
472	928
3	928
1280	928
1281	928
744	928
3831	928
3832	928
3833	928
3834	928
58	928
391	928
487	928
498	928
3836	928
3838	928
3839	928
3840	928
985	928
986	928
6	928
642	928
1150	928
501	928
1152	787
2842	787
2844	787
987	787
988	787
3846	787
989	787
13	787
991	787
1194	787
494	787
488	787
1284	787
3851	787
3852	787
992	787
995	787
395	787
600	787
601	787
39	787
40	787
469	787
2846	787
2847	787
503	787
11	787
2849	787
2850	787
2851	787
2852	787
252	787
253	787
998	787
999	787
495	787
496	787
53	787
1286	787
795	787
3858	787
3860	787
396	787
498	787
1156	787
52	787
1157	787
471	787
172	787
3865	787
3868	787
137	787
644	787
650	787
796	787
505	787
3869	787
506	787
507	787
500	787
53	787
2854	787
2856	787
2858	787
2859	787
2860	787
1000	787
474	787
175	662
176	662
2861	662
800	662
801	662
802	662
2863	662
2864	662
2865	662
2867	662
2868	662
3879	662
3881	662
25	662
117	662
490	662
299	662
301	662
7	662
48	662
2869	662
2871	662
3883	662
610	662
302	662
606	662
491	662
501	662
65	662
178	662
3886	662
645	662
1163	662
1165	662
1166	662
3889	662
3891	662
3892	662
3893	662
509	662
493	662
494	662
804	662
2874	662
2875	662
2878	662
1196	662
3896	662
3897	662
54	662
9	662
3898	662
510	662
502	662
503	662
647	662
72	629
74	629
75	629
805	629
806	629
807	629
179	629
808	629
138	629
2879	629
180	629
2880	629
181	629
2882	629
2883	629
3902	629
3903	629
2884	629
2885	629
2886	629
1	629
2	629
3909	629
3910	629
2888	629
2890	629
2891	629
2892	629
504	629
304	629
401	629
68	629
3912	629
2894	629
2895	629
495	629
640	629
811	629
3916	629
3917	629
499	629
43	629
71	629
641	629
642	629
3918	629
3920	629
3922	629
513	629
514	629
44	629
501	629
502	629
503	629
10	629
11	629
1295	629
1296	629
1170	629
183	629
100	629
3927	629
2901	629
2906	629
78	629
81	629
83	629
85	629
814	629
3930	629
1	629
37	629
1199	629
2908	629
2910	629
1200	629
1201	629
1297	543
1300	543
3	543
3931	543
3932	543
3933	543
3934	543
2912	543
1013	543
1015	543
2915	543
2916	543
505	543
506	543
1171	543
1172	543
817	543
3938	543
749	543
750	543
140	543
2918	543
2920	543
2921	543
404	543
405	543
406	543
650	543
608	543
74	543
1	543
3944	543
2923	543
38	543
55	543
103	543
104	543
819	543
3946	543
3948	543
3949	543
2925	543
2926	543
2927	543
407	543
77	543
5	543
40	543
106	543
41	543
